counts	number of items in equivalence class	isoforms in equivalence class
81	4	ENST00000263681,ENST00000524752,ENST00000527458,ENST00000532497
13	4	ENST00000263681,ENST00000527458,ENST00000528481,ENST00000530511
20	4	ENST00000263681,ENST00000527458,ENST00000530511,ENST00000532497
98	4	ENST00000263681,ENST00000527458,ENST00000532497,ENST00000532954
44	4	ENST00000263774,ENST00000528192,ENST00000529276,ENST00000534208
4	4	ENST00000263774,ENST00000528192,ENST00000530295,ENST00000534208
12	4	ENST00000264020,ENST00000264021,ENST00000530872,ENST00000533918
64	4	ENST00000264020,ENST00000264021,ENST00000530872,ENST00000672656
115	4	ENST00000264027,ENST00000392789,ENST00000527762,ENST00000534230
12	4	ENST00000264028,ENST00000359415,ENST00000392859,ENST00000534182
350	4	ENST00000264033,ENST00000634586,ENST00000634840,ENST00000637974
10	4	ENST00000264037,ENST00000392793,ENST00000642222,ENST00000645008
2	4	ENST00000264037,ENST00000392793,ENST00000642222,ENST00000645041
86	4	ENST00000264555,ENST00000413872,ENST00000416188,ENST00000533464
2	4	ENST00000264555,ENST00000413872,ENST00000416188,ENST00000534320
2	4	ENST00000265459,ENST00000301894,ENST00000377559,ENST00000409571
15	4	ENST00000265460,ENST00000278836,ENST00000675319,ENST00000675345
1	4	ENST00000265460,ENST00000278836,ENST00000675319,ENST00000675792
324	4	ENST00000265465,ENST00000525924,ENST00000527850,ENST00000649896
100	4	ENST00000265465,ENST00000527850,ENST00000532391,ENST00000649896
156	4	ENST00000265471,ENST00000531383,ENST00000532585,ENST00000534026
4	4	ENST00000265636,ENST00000524845,ENST00000529710,ENST00000534190
1	4	ENST00000265636,ENST00000528635,ENST00000529710,ENST00000529907
13	4	ENST00000265637,ENST00000393800,ENST00000393801,ENST00000527403
199	4	ENST00000265641,ENST00000376618,ENST00000539743,ENST00000540367
1	4	ENST00000265651,ENST00000448981,ENST00000530401,ENST00000532927
26	4	ENST00000265651,ENST00000526785,ENST00000530401,ENST00000531080
4	4	ENST00000265651,ENST00000526785,ENST00000531080,ENST00000532057
7	4	ENST00000265654,ENST00000321505,ENST00000526400,ENST00000658780
187	4	ENST00000265686,ENST00000524598,ENST00000529364,ENST00000532635
190	4	ENST00000265686,ENST00000524598,ENST00000529657,ENST00000534673
269	4	ENST00000265686,ENST00000528981,ENST00000529364,ENST00000532635
3	4	ENST00000265838,ENST00000672284,ENST00000672367,ENST00000672907
1	4	ENST00000265843,ENST00000524840,ENST00000525344,ENST00000526312
1	4	ENST00000265843,ENST00000525344,ENST00000526312,ENST00000531386
16	4	ENST00000265843,ENST00000525344,ENST00000526312,ENST00000533052
7	4	ENST00000265881,ENST00000539119,ENST00000539754,ENST00000544827
7	4	ENST00000265881,ENST00000539275,ENST00000544827,ENST00000546316
66	4	ENST00000265909,ENST00000528555,ENST00000530356,ENST00000533214
42	4	ENST00000265909,ENST00000528555,ENST00000530356,ENST00000534726
164	4	ENST00000265963,ENST00000453096,ENST00000524753,ENST00000534641
35	4	ENST00000265963,ENST00000453096,ENST00000525831,ENST00000534641
179	4	ENST00000265963,ENST00000453096,ENST00000530496,ENST00000534641
10	4	ENST00000265965,ENST00000525422,ENST00000527494,ENST00000528200
32	4	ENST00000265970,ENST00000532035,ENST00000533645,ENST00000691414
29	4	ENST00000265981,ENST00000528665,ENST00000530156,ENST00000533412
2	4	ENST00000270176,ENST00000420247,ENST00000525364,ENST00000533862
106	4	ENST00000273550,ENST00000378043,ENST00000449131,ENST00000524926
6417	4	ENST00000273550,ENST00000530019,ENST00000532829,ENST00000620041
58	4	ENST00000275517,ENST00000404147,ENST00000524733,ENST00000527430
52	4	ENST00000278174,ENST00000525108,ENST00000528120,ENST00000530907
17	4	ENST00000278174,ENST00000526841,ENST00000527102,ENST00000529708
190	4	ENST00000278174,ENST00000527102,ENST00000528120,ENST00000530907
25	4	ENST00000278175,ENST00000525063,ENST00000528655,ENST00000534464
133	4	ENST00000278175,ENST00000528655,ENST00000530439,ENST00000534464
9	4	ENST00000278187,ENST00000454584,ENST00000524701,ENST00000532398
3	4	ENST00000278187,ENST00000454584,ENST00000528582,ENST00000532398
2	4	ENST00000278200,ENST00000529749,ENST00000532287,ENST00000648582
1	4	ENST00000278200,ENST00000530023,ENST00000532287,ENST00000533642
5	4	ENST00000278224,ENST00000380525,ENST00000397111,ENST00000529772
1	4	ENST00000278224,ENST00000380525,ENST00000397111,ENST00000531387
16	4	ENST00000278224,ENST00000397111,ENST00000439280,ENST00000527330
1	4	ENST00000278224,ENST00000397111,ENST00000527330,ENST00000529772
40	4	ENST00000278279,ENST00000308436,ENST00000476907,ENST00000496634
3	4	ENST00000278302,ENST00000354852,ENST00000380097,ENST00000380107
49	4	ENST00000278302,ENST00000380097,ENST00000445329,ENST00000621176
11	4	ENST00000278319,ENST00000414517,ENST00000529903,ENST00000610573
8	4	ENST00000278319,ENST00000610573,ENST00000636097,ENST00000636606
8	4	ENST00000278353,ENST00000395700,ENST00000531185,ENST00000636007
75	4	ENST00000278353,ENST00000527433,ENST00000531185,ENST00000638034
4	4	ENST00000278353,ENST00000531185,ENST00000637401,ENST00000638034
15	4	ENST00000278353,ENST00000636007,ENST00000637401,ENST00000638034
10	4	ENST00000278422,ENST00000378312,ENST00000528110,ENST00000529403
19	4	ENST00000278422,ENST00000525035,ENST00000529403,ENST00000533602
2	4	ENST00000278422,ENST00000673781,ENST00000673810,ENST00000674116
10	4	ENST00000278426,ENST00000528450,ENST00000530159,ENST00000533066
78	4	ENST00000278460,ENST00000378615,ENST00000395460,ENST00000525895
32	4	ENST00000278460,ENST00000525895,ENST00000527784,ENST00000528488
2	4	ENST00000278499,ENST00000416495,ENST00000536441,ENST00000634898
5	4	ENST00000278520,ENST00000645439,ENST00000680171,ENST00000680979
39	4	ENST00000278568,ENST00000356341,ENST00000527457,ENST00000528203
272	4	ENST00000278568,ENST00000356341,ENST00000528203,ENST00000530617
34	4	ENST00000278616,ENST00000452508,ENST00000527805,ENST00000675843
14	4	ENST00000278616,ENST00000452508,ENST00000531525,ENST00000675843
36	4	ENST00000278616,ENST00000452508,ENST00000675595,ENST00000675843
74	4	ENST00000278618,ENST00000524411,ENST00000525660,ENST00000533423
50	4	ENST00000278671,ENST00000535107,ENST00000538404,ENST00000545249
590	4	ENST00000278671,ENST00000535872,ENST00000538404,ENST00000544594
165	4	ENST00000278671,ENST00000535872,ENST00000538404,ENST00000545249
5	4	ENST00000278756,ENST00000338167,ENST00000345598,ENST00000528499
6	4	ENST00000278829,ENST00000525094,ENST00000527379,ENST00000527697
22	4	ENST00000278829,ENST00000525588,ENST00000527379,ENST00000527697
25	4	ENST00000278829,ENST00000527697,ENST00000531956,ENST00000534223
1	4	ENST00000278833,ENST00000525801,ENST00000525947,ENST00000534093
11	4	ENST00000278840,ENST00000448607,ENST00000517312,ENST00000521849
85	4	ENST00000278845,ENST00000394773,ENST00000494448,ENST00000531557
11	4	ENST00000278845,ENST00000394776,ENST00000466671,ENST00000494176
4	4	ENST00000278856,ENST00000311713,ENST00000525239,ENST00000529106
98	4	ENST00000278856,ENST00000525239,ENST00000525752,ENST00000529106
3	4	ENST00000278856,ENST00000525239,ENST00000529106,ENST00000538098
94	4	ENST00000278903,ENST00000527235,ENST00000618552,ENST00000620753
2	4	ENST00000278916,ENST00000428830,ENST00000438015,ENST00000525396
4	4	ENST00000278919,ENST00000366139,ENST00000524435,ENST00000648911
63	4	ENST00000278927,ENST00000417453,ENST00000435477,ENST00000444566
4	4	ENST00000278935,ENST00000525416,ENST00000533153,ENST00000639320
10	4	ENST00000278935,ENST00000525734,ENST00000527609,ENST00000533570
16	4	ENST00000278949,ENST00000446386,ENST00000525386,ENST00000527472
45	4	ENST00000278951,ENST00000324225,ENST00000431081,ENST00000620360
44	4	ENST00000278951,ENST00000324225,ENST00000620360,ENST00000628876
19	4	ENST00000279206,ENST00000441250,ENST00000534929,ENST00000535000
1	4	ENST00000279206,ENST00000441250,ENST00000539325,ENST00000543358
1064	4	ENST00000279227,ENST00000345728,ENST00000541252,ENST00000544997
74	4	ENST00000279242,ENST00000526171,ENST00000526319,ENST00000531705
4	4	ENST00000279242,ENST00000526171,ENST00000526319,ENST00000534078
149	4	ENST00000279242,ENST00000526319,ENST00000533943,ENST00000534078
106	4	ENST00000279247,ENST00000524773,ENST00000527323,ENST00000533820
54	4	ENST00000279263,ENST00000345348,ENST00000529292,ENST00000529601
44	4	ENST00000279281,ENST00000526578,ENST00000529180,ENST00000534557
121	4	ENST00000279281,ENST00000526856,ENST00000530673,ENST00000533827
22	4	ENST00000279281,ENST00000529180,ENST00000534124,ENST00000534557
7	4	ENST00000279281,ENST00000533487,ENST00000534124,ENST00000534557
9	4	ENST00000279968,ENST00000524373,ENST00000529609,ENST00000533273
1	4	ENST00000279968,ENST00000531909,ENST00000532156,ENST00000533273
2	4	ENST00000280346,ENST00000533297,ENST00000679815,ENST00000679878
21	4	ENST00000280352,ENST00000393047,ENST00000420986,ENST00000526879
253	4	ENST00000280352,ENST00000393047,ENST00000420986,ENST00000532163
17	4	ENST00000280352,ENST00000393047,ENST00000531378,ENST00000532163
1	4	ENST00000280358,ENST00000530752,ENST00000531744,ENST00000532699
43	4	ENST00000280362,ENST00000524931,ENST00000525803,ENST00000528679
6	4	ENST00000280362,ENST00000524931,ENST00000528679,ENST00000531673
5	4	ENST00000280362,ENST00000525803,ENST00000528679,ENST00000531673
2	4	ENST00000280467,ENST00000396005,ENST00000527405,ENST00000533617
2	4	ENST00000281031,ENST00000528164,ENST00000528251,ENST00000530054
122	4	ENST00000281031,ENST00000528164,ENST00000530054,ENST00000612612
22	4	ENST00000281038,ENST00000525345,ENST00000528850,ENST00000529571
6	4	ENST00000281038,ENST00000525345,ENST00000528850,ENST00000529880
44	4	ENST00000281038,ENST00000528850,ENST00000529571,ENST00000529880
69	4	ENST00000281182,ENST00000374752,ENST00000524426,ENST00000526026
21	4	ENST00000281187,ENST00000525095,ENST00000527586,ENST00000530402
1	4	ENST00000281268,ENST00000436318,ENST00000455601,ENST00000529533
27	4	ENST00000281428,ENST00000344954,ENST00000527786,ENST00000534087
118	4	ENST00000281428,ENST00000429175,ENST00000527786,ENST00000534087
2	4	ENST00000284240,ENST00000524659,ENST00000524970,ENST00000528522
88	4	ENST00000284259,ENST00000422003,ENST00000531148,ENST00000683345
164	4	ENST00000284290,ENST00000441174,ENST00000529543,ENST00000530731
15	4	ENST00000284290,ENST00000441174,ENST00000530731,ENST00000531667
673	4	ENST00000287156,ENST00000340573,ENST00000526659,ENST00000527022
97	4	ENST00000287169,ENST00000527985,ENST00000528177,ENST00000532842
1	4	ENST00000289488,ENST00000324866,ENST00000541614,ENST00000642510
33	4	ENST00000289488,ENST00000324866,ENST00000642510,ENST00000642648
4	4	ENST00000289575,ENST00000428359,ENST00000525650,ENST00000532236
2	4	ENST00000289575,ENST00000428359,ENST00000526839,ENST00000532236
4	4	ENST00000289575,ENST00000454962,ENST00000525650,ENST00000532236
3	4	ENST00000292067,ENST00000356289,ENST00000526595,ENST00000533261
11	4	ENST00000292067,ENST00000356289,ENST00000526620,ENST00000533261
1	4	ENST00000292144,ENST00000392883,ENST00000528540,ENST00000532917
86	4	ENST00000292199,ENST00000409109,ENST00000409265,ENST00000409991
3	4	ENST00000292901,ENST00000429817,ENST00000643122,ENST00000650601
1	4	ENST00000294053,ENST00000538039,ENST00000543042,ENST00000646117
1	4	ENST00000294064,ENST00000526068,ENST00000531619,ENST00000532963
15	4	ENST00000294064,ENST00000529024,ENST00000531509,ENST00000532963
46	4	ENST00000294064,ENST00000531509,ENST00000531619,ENST00000534628
209	4	ENST00000294066,ENST00000377350,ENST00000424945,ENST00000435926
535	4	ENST00000294066,ENST00000377350,ENST00000433890,ENST00000435926
10	4	ENST00000294066,ENST00000377350,ENST00000435926,ENST00000439069
5	4	ENST00000294066,ENST00000377350,ENST00000439069,ENST00000444560
106	4	ENST00000294072,ENST00000394900,ENST00000426130,ENST00000447532
40	4	ENST00000294072,ENST00000426130,ENST00000540755,ENST00000546151
630	4	ENST00000294119,ENST00000301935,ENST00000529640,ENST00000534176
111	4	ENST00000294119,ENST00000301935,ENST00000529640,ENST00000616865
2	4	ENST00000294119,ENST00000301935,ENST00000533000,ENST00000616865
119	4	ENST00000294119,ENST00000301935,ENST00000534176,ENST00000616865
167	4	ENST00000294161,ENST00000316461,ENST00000530625,ENST00000532583
14	4	ENST00000294168,ENST00000525405,ENST00000526261,ENST00000529509
21	4	ENST00000294172,ENST00000525576,ENST00000531709,ENST00000532297
161	4	ENST00000294172,ENST00000527902,ENST00000531709,ENST00000532297
190	4	ENST00000294172,ENST00000530875,ENST00000531709,ENST00000532297
46	4	ENST00000294179,ENST00000377897,ENST00000394690,ENST00000491231
1	4	ENST00000294179,ENST00000377897,ENST00000486437,ENST00000491231
45	4	ENST00000294179,ENST00000394690,ENST00000491231,ENST00000492066
1230	4	ENST00000294256,ENST00000307289,ENST00000377190,ENST00000526060
8	4	ENST00000294256,ENST00000307289,ENST00000377190,ENST00000528487
22	4	ENST00000294258,ENST00000453524,ENST00000525509,ENST00000531761
36	4	ENST00000294258,ENST00000453524,ENST00000526334,ENST00000532200
37	4	ENST00000294258,ENST00000526334,ENST00000526945,ENST00000532200
13	4	ENST00000294258,ENST00000526334,ENST00000530744,ENST00000532200
22	4	ENST00000294309,ENST00000635811,ENST00000637084,ENST00000692585
6	4	ENST00000294309,ENST00000637084,ENST00000637342,ENST00000692585
99	4	ENST00000298229,ENST00000320683,ENST00000538751,ENST00000541752
53	4	ENST00000298229,ENST00000537656,ENST00000538751,ENST00000540329
483	4	ENST00000298281,ENST00000530304,ENST00000530660,ENST00000690938
11	4	ENST00000298838,ENST00000528462,ENST00000532457,ENST00000539589
1	4	ENST00000298838,ENST00000528462,ENST00000533686,ENST00000539589
2	4	ENST00000298838,ENST00000532457,ENST00000533686,ENST00000539589
561	4	ENST00000298852,ENST00000530912,ENST00000602866,ENST00000619920
1	4	ENST00000298854,ENST00000352508,ENST00000524487,ENST00000529341
1	4	ENST00000298925,ENST00000325319,ENST00000357134,ENST00000532434
9	4	ENST00000298966,ENST00000525141,ENST00000527149,ENST00000596676
7	4	ENST00000299001,ENST00000446230,ENST00000543336,ENST00000545603
3	4	ENST00000299402,ENST00000311051,ENST00000608435,ENST00000609360
11	4	ENST00000299421,ENST00000396751,ENST00000526114,ENST00000528995
17	4	ENST00000299492,ENST00000524548,ENST00000527790,ENST00000684123
19	4	ENST00000299492,ENST00000528883,ENST00000530181,ENST00000533792
59	4	ENST00000299492,ENST00000530181,ENST00000533792,ENST00000684215
12	4	ENST00000299498,ENST00000524790,ENST00000531096,ENST00000533558
1	4	ENST00000299563,ENST00000321448,ENST00000340360,ENST00000684022
6	4	ENST00000299576,ENST00000309357,ENST00000309377,ENST00000396648
8	4	ENST00000299576,ENST00000309377,ENST00000396648,ENST00000534147
77	4	ENST00000299596,ENST00000524543,ENST00000528080,ENST00000611268
9	4	ENST00000299596,ENST00000527813,ENST00000528080,ENST00000611268
2	4	ENST00000299606,ENST00000396597,ENST00000396602,ENST00000396604
54	4	ENST00000299613,ENST00000450114,ENST00000530712,ENST00000680141
103	4	ENST00000299613,ENST00000450114,ENST00000680141,ENST00000681684
65	4	ENST00000300013,ENST00000524803,ENST00000529318,ENST00000531581
1	4	ENST00000300022,ENST00000524669,ENST00000532314,ENST00000534711
12	4	ENST00000300022,ENST00000524669,ENST00000532314,ENST00000534810
3	4	ENST00000300022,ENST00000524669,ENST00000534711,ENST00000534810
13	4	ENST00000300038,ENST00000396197,ENST00000535484,ENST00000543987
1	4	ENST00000300184,ENST00000358246,ENST00000530027,ENST00000534016
1	4	ENST00000300184,ENST00000358246,ENST00000530614,ENST00000534016
1	4	ENST00000300226,ENST00000525458,ENST00000529752,ENST00000532816
200	4	ENST00000300650,ENST00000530849,ENST00000531287,ENST00000531452
33	4	ENST00000300650,ENST00000530849,ENST00000531452,ENST00000680971
24	4	ENST00000300688,ENST00000529790,ENST00000688882,ENST00000689460
68	4	ENST00000300688,ENST00000649464,ENST00000689460,ENST00000690793
1	4	ENST00000300730,ENST00000396986,ENST00000459679,ENST00000477358
98	4	ENST00000300737,ENST00000526596,ENST00000527651,ENST00000616714
159	4	ENST00000300737,ENST00000526596,ENST00000533977,ENST00000616714
35	4	ENST00000300737,ENST00000527651,ENST00000533977,ENST00000616714
86	4	ENST00000300738,ENST00000528442,ENST00000532170,ENST00000533349
430	4	ENST00000300738,ENST00000532170,ENST00000533349,ENST00000533495
89	4	ENST00000300738,ENST00000532170,ENST00000533349,ENST00000534285
4	4	ENST00000300747,ENST00000526337,ENST00000531101,ENST00000533021
3	4	ENST00000301761,ENST00000537782,ENST00000542794,ENST00000543044
87	4	ENST00000301761,ENST00000542074,ENST00000542794,ENST00000543044
2	4	ENST00000301776,ENST00000415229,ENST00000526096,ENST00000534571
1	4	ENST00000301776,ENST00000534183,ENST00000534571,ENST00000628829
374	4	ENST00000301788,ENST00000524819,ENST00000525455,ENST00000531944
1	4	ENST00000301788,ENST00000524819,ENST00000531944,ENST00000533442
250	4	ENST00000301788,ENST00000524819,ENST00000531996,ENST00000533442
48	4	ENST00000301843,ENST00000346329,ENST00000376561,ENST00000529736
1	4	ENST00000301873,ENST00000322147,ENST00000530866,ENST00000689505
4	4	ENST00000301873,ENST00000526825,ENST00000530866,ENST00000689505
7	4	ENST00000301886,ENST00000352068,ENST00000377244,ENST00000525648
2	4	ENST00000301886,ENST00000352068,ENST00000377244,ENST00000529673
11	4	ENST00000301886,ENST00000352068,ENST00000377244,ENST00000534637
2	4	ENST00000301887,ENST00000435842,ENST00000527716,ENST00000534177
52	4	ENST00000301919,ENST00000530108,ENST00000530788,ENST00000534458
73	4	ENST00000301935,ENST00000529640,ENST00000534176,ENST00000616865
3	4	ENST00000302708,ENST00000524742,ENST00000532962,ENST00000534171
9	4	ENST00000302708,ENST00000529366,ENST00000530803,ENST00000532962
2	4	ENST00000302708,ENST00000529366,ENST00000532129,ENST00000532962
25	4	ENST00000302708,ENST00000530803,ENST00000532129,ENST00000532962
20	4	ENST00000302708,ENST00000530803,ENST00000532962,ENST00000534171
72	4	ENST00000302731,ENST00000529430,ENST00000533682,ENST00000681650
15	4	ENST00000302755,ENST00000535502,ENST00000544253,ENST00000544612
703	4	ENST00000303296,ENST00000379016,ENST00000456517,ENST00000525975
53	4	ENST00000303459,ENST00000406787,ENST00000407364,ENST00000451385
4	4	ENST00000304363,ENST00000401547,ENST00000427752,ENST00000453170
71	4	ENST00000304363,ENST00000427752,ENST00000441488,ENST00000615954
1	4	ENST00000304511,ENST00000525353,ENST00000528105,ENST00000531366
13	4	ENST00000304511,ENST00000528105,ENST00000531366,ENST00000532180
1	4	ENST00000304716,ENST00000525409,ENST00000526415,ENST00000527134
1	4	ENST00000304716,ENST00000526164,ENST00000527134,ENST00000529666
5	4	ENST00000304808,ENST00000419197,ENST00000527958,ENST00000529887
6	4	ENST00000304808,ENST00000527958,ENST00000529887,ENST00000530272
338	4	ENST00000305218,ENST00000358794,ENST00000536973,ENST00000538945
303	4	ENST00000305218,ENST00000358794,ENST00000536973,ENST00000543847
432	4	ENST00000305218,ENST00000358794,ENST00000538945,ENST00000540887
578	4	ENST00000305218,ENST00000358794,ENST00000538945,ENST00000543847
58	4	ENST00000305218,ENST00000536973,ENST00000538945,ENST00000543847
27	4	ENST00000305494,ENST00000340353,ENST00000525018,ENST00000526733
